time,longitude,latitude,accuracy,height,azimuth,rscp,ecio,car_speed,engine_rpm,accel_pos,engine_cool_temp,brake_sw,accum_dist,accum_fuel,battery_voltage,fuel_cost,idle_sw,ac,light_sw,steering_torque,shift_pos,shift_mode,blinker,wiper,fuel_injection,odometer,soc,air_temp_setting1,air_temp_setting2,air_temp_setting3,air_fan1,air_fan2,air_fan3,ext_int_air,door_lock,door_open,seatbelt,abs,temperature,motor_temperature,electric_mileage,a_000_x,a_000_y,a_000_z,a_200_x,a_200_y,a_200_z,a_400_x,a_400_y,a_400_z,a_600_x,a_600_y,a_600_z,a_800_x,a_800_y,a_800_z
1560673433,,,,,,,,0.00,445,10.0,60,0,3929158,577622.01,12.50,0.00,,,,,,,,,16,,,,,,,,,,,,,,,,,-66,-15,1025,-78,-6,1028,-61,-16,1020,-59,-13,1021,-60,-14,1022
1560673434,,,,,,,,0.00,451,10.0,60,0,3929158,577622.26,12.37,0.00,,,,,,,,,14,,,,,,,,,,,,,,,,,-60,-14,1022,-59,-12,1022,-60,-14,1024,-57,-11,1021,-60,-14,1025
1560673435,,,,,,,,0.00,447,10.0,60,0,3929158,577622.51,12.49,0.00,,,,,,,,,14,,,,,,,,,,,,,,,,,-58,-11,1025,-54,-16,1022,-60,-12,1022,-58,-13,1022,-57,-13,1026
1560673436,,,,,,,,0.00,442,10.0,60,0,3929158,577622.76,12.37,0.00,,,,,,,,,14,,,,,,,,,,,,,,,,,-57,-13,1026,-58,-12,1022,-61,-13,1022,-58,-14,1023,-57,-11,1022
1560673437,,,,,,,,0.00,435,10.0,60,0,3929158,577623.01,12.16,0.00,,,,,,,,,14,,,,,,,,,,,,,,,,,-57,-11,1022,-58,-15,1023,-56,-13,1021,-61,-15,1021,-57,-10,1024
1560673438,,,,,,,,0.00,440,10.0,60,0,3929158,577623.26,12.31,0.00,,,,,,,,,14,,,,,,,,,,,,,,,,,-57,-10,1024,-63,-10,1023,-59,-12,1023,-60,-12,1024,-61,-11,1018
1560673439,,,,,,,,0.00,440,13.0,60,0,3929158,577623.51,12.36,0.00,,,,,,,,,14,,,,,,,,,,,,,,,,,-60,-9,1027,-62,-14,1024,-60,-10,1021,-61,-12,1022,-63,-9,1024
1560673440,,,,,,,,0.00,1331,10.0,60,0,3929158,577625.92,13.91,0.00,,,,,,,,,217,,,,,,,,,,,,,,,,,-63,-9,1024,-63,-13,1024,-59,-8,1021,-65,-13,1023,-58,-13,1024
1560673441,,,,,,,,0.00,2084,10.0,60,0,3929158,577626.58,13.94,0.00,,,,,,,,,39,,,,,,,,,,,,,,,,,-58,-13,1024,-64,-11,1019,-56,-10,1027,-63,-10,1026,-57,-12,1021
1560673442,,,,,,,,0.00,1277,10.0,60,0,3929158,577627.12,13.89,0.00,,,,,,,,,30,,,,,,,,,,,,,,,,,-57,-12,1021,-58,-11,1022,-60,-13,1021,-60,-14,1020,-57,-11,1023
1560673443,,,,,,,,0.00,923,10.0,60,0,3929158,577627.62,13.93,0.00,,,,,,,,,29,,,,,,,,,,,,,,,,,-61,-11,1023,-60,-12,1023,-59,-11,1025,-59,-11,1024,-58,-12,1022
1560673444,,,,,,,,0.00,920,10.0,60,0,3929158,577628.11,13.91,0.00,,,,,,,,,29,,,,,,,,,,,,,,,,,-58,-12,1021,-61,-12,1023,-59,-12,1021,-59,-14,1021,-59,-11,1022
1560673445,,,,,,,,0.00,913,10.0,60,0,3929158,577628.61,13.96,0.00,,,,,,,,,29,,,,,,,,,,,,,,,,,-59,-11,1022,-60,-14,1022,-61,-12,1022,-60,-10,1024,-60,-15,1021
1560673446,,,,,,,,0.00,908,10.0,60,0,3929158,577629.09,13.94,0.00,,,,,,,,,28,,,,,,,,,,,,,,,,,-60,-15,1021,-60,-11,1022,-59,-13,1021,-60,-11,1023,-59,-13,1023
1560673447,,,,,,,,0.00,895,10.0,59,0,3929158,577629.57,13.97,0.00,,,,,,,,,28,,,,,,,,,,,,,,,,,-60,-11,1023,-59,-13,1020,-60,-11,1021,-67,-12,1024,-61,-11,1022
1560673448,,,,,,,,0.00,895,10.0,59,1,3929158,577630.09,13.82,0.00,,,,,,,,,30,,,,,,,,,,,,,,,,,-61,-11,1022,-63,-12,1020,-60,-12,1023,-58,-13,1021,-60,-14,1021
1560673449,,,,,,,,0.00,888,10.0,59,1,3929158,577630.60,13.85,0.00,,,,,,,,,30,,,,,,,,,,,,,,,,,-61,-14,1021,-69,-12,1018,-94,-11,1014,-83,-11,1011,-61,-12,1022
1560673450,,,,,,,,0.00,885,10.0,59,1,3929158,577631.15,13.93,0.00,,,,,,,,,36,,,,,,,,,,,,,,,,,-61,-12,1022,-51,-14,1023,-25,-14,1026,-41,-15,1021,-56,-15,1025
1560673451,,,,,,,,0.00,876,14.0,59,0,3929158,577631.85,13.91,0.00,,,,,,,,,48,,,,,,,,,,,,,,,,,55,-54,1037,58,-70,1036,45,-70,1042,36,-68,1042,33,-68,1037
1560673452,,,,,,,,0.00,1238,14.0,59,0,3929158,577633.02,13.95,0.00,,,,,,,,,82,,,,,,,,,,,,,,,,,33,-68,1037,13,-76,1045,8,-81,1040,-16,-106,1039,-10,-102,1028
1560673453,,,,,,125,31,0.00,1221,14.0,59,0,3929158,577634.32,13.97,0.00,,,,,,,,,78,,,,,,,,,,,,,,,,,-10,-102,1028,-19,-103,1045,-30,-114,1045,-34,-109,1045,-21,-89,1043
1560673454,,,,,,62,3,7.00,1253,14.0,59,0,3929159,577635.60,13.94,1.60,,,,,,,,,71,,,,,,,,,,,,,,,,,-21,-89,1043,0,-68,1015,-45,-110,1050,-57,-101,1042,-34,-86,1003
1560673455,,,,,,62,3,10.00,1345,16.0,59,0,3929162,577636.83,13.96,2.20,,,,,,,,,74,,,,,,,,,,,,,,,,,3,-73,989,20,-70,1008,16,8,1080,13,8,1052,24,-42,979
1560673456,,,,,,62,3,13.00,1537,16.0,59,0,3929165,577638.58,13.94,1.90,,,,,,,,,112,,,,,,,,,,,,,,,,,24,-42,979,15,-86,1001,-22,33,1112,0,21,1024,-31,-26,1020
1560673457,,,,,,62,1,14.00,1694,17.0,59,0,3929169,577640.41,13.96,2.10,,,,,,,,,109,,,,,,,,,,,,,,,,,-31,-26,1020,-11,-7,1034,-15,52,1033,0,26,1040,17,-10,1001
1560673458,,,,,,62,1,16.00,1639,17.0,59,0,3929173,577642.34,13.98,2.00,,,,,,,,,128,,,,,,,,,,,,,,,,,17,-10,1001,4,25,1031,-2,27,1028,10,18,998,-14,8,1033
1560673459,,,,,,62,1,19.00,1388,10.0,59,0,3929179,577644.02,13.96,3.50,,,,,,,,,89,,,,,,,,,,,,,,,,,-78,20,1004,-102,40,1031,-93,28,991,-103,29,1014,-117,34,1027
1560673460,,,,,,62,1,21.00,1181,10.0,59,0,3929184,577644.59,13.93,11.00,,,,,,,,,31,,,,,,,,,,,,,,,,,-117,34,1027,-103,17,1000,-105,18,1026,-102,29,1014,-103,-4,1015
1560673461,,,,,,62,1,21.00,1179,10.0,59,0,3929190,577645.11,13.95,11.00,,,,,,,,,31,,,,,,,,,,,,,,,,,-104,-8,1016,-117,-33,1054,-120,-3,1098,-65,-78,1014,-50,-45,1038
1560673462,,,,,,62,1,22.00,1283,14.0,60,0,3929196,577646.13,13.95,5.30,,,,,,,,,68,,,,,,,,,,,,,,,,,-46,-55,1036,-58,-55,1091,-54,-34,1030,-39,-62,1037,-44,-21,1075
1560673463,,,,,,56,1,22.00,1331,15.0,60,0,3929202,577647.35,13.95,4.90,,,,,,,,,73,,,,,,,,,,,,,,,,,-63,81,1035,-90,108,1053,-115,100,1050,-130,110,1041,-139,96,1065
1560673464,,,,,,56,1,21.00,1167,10.0,60,0,3929208,577648.06,13.95,8.70,,,,,,,,,39,,,,,,,,,,,,,,,,,-139,96,1065,-126,102,1006,-145,106,1071,-123,74,1004,-138,85,1023
1560673465,,,,,,56,1,20.00,1037,10.0,60,1,3929214,577648.55,13.84,11.20,,,,,,,,,29,,,,,,,,,,,,,,,,,-138,85,1023,-143,97,1027,-125,76,943,-163,77,987,-167,67,983
1560673466,,,,,,56,1,19.00,934,10.0,60,1,3929219,577649.08,13.83,10.00,,,,,,,,,31,,,,,,,,,,,,,,,,,-167,67,983,-189,62,1001,-196,79,983,-179,44,991,-171,21,1001
1560673467,,,,,,56,1,13.00,849,10.0,60,1,3929223,577649.57,13.91,7.40,,,,,,,,,29,,,,,,,,,,,,,,,,,-158,-10,991,-126,15,1031,-88,-11,1029,-73,-9,993,-80,-16,1034
1560673468,,,,,,56,1,11.00,831,14.0,60,0,3929226,577650.06,13.90,6.10,,,,,,,,,29,,,,,,,,,,,,,,,,,-80,-16,1034,-31,-16,1031,14,-52,1026,26,-48,1038,20,-26,1053
1560673469,,,,,,56,1,9.00,1242,17.0,60,0,3929229,577651.55,13.97,1.60,,,,,,,,,89,,,,,,,,,,,,,,,,,20,-26,1053,65,-45,1024,83,-75,1041,62,-108,1027,48,-68,1058
1560673470,,,,,,56,1,10.00,1612,18.0,60,0,3929232,577653.99,13.98,1.10,,,,,,,,,138,,,,,,,,,,,,,,,,,48,-68,1058,29,-78,1054,26,-121,1026,11,-125,1046,20,-103,1044
1560673471,,,,,,56,1,15.00,2063,19.0,60,0,3929236,577656.58,13.95,1.60,,,,,,,,,152,,,,,,,,,,,,,,,,,46,-9,1020,39,-5,1043,17,33,1044,9,30,1071,18,-6,1053
1560673472,,,,,,56,3,19.00,1630,19.0,60,0,3929241,577659.11,13.96,2.00,,,,,,,,,151,,,,,,,,,,,,,,,,,18,-6,1053,33,11,1000,28,0,1029,12,-32,940,-103,-9,1141
1560673473,,,,,,56,3,23.00,1687,12.0,60,0,3929246,577661.64,13.94,2.50,,,,,,,,,151,,,,,,,,,,,,,,,,,-103,-9,1141,-95,30,1006,-68,-28,985,-83,16,1067,-73,-9,981
1560673474,,,,,,56,3,24.00,1481,10.0,61,0,3929253,577662.41,13.91,8.30,,,,,,,,,47,,,,,,,,,,,,,,,,,-77,-9,983,-97,7,1028,-99,3,1035,-66,-9,950,-117,1,1092
1560673475,,,,,,56,3,26.00,1124,15.0,61,0,3929260,577663.18,13.98,7.00,,,,,,,,,61,,,,,,,,,,,,,,,,,-64,13,1030,-51,6,1023,-82,41,1125,-58,86,1004,-32,3,1010
1560673476,,,,,,56,3,26.00,1215,18.0,61,0,3929268,577664.31,14.00,5.80,,,,,,,,,73,,,,,,,,,,,,,,,,,-32,2,1045,-25,8,1019,-9,-3,1019,-16,3,1052,-12,-6,1014
1560673477,,,,,,56,3,25.00,1534,18.0,61,0,3929275,577666.54,13.99,3.10,,,,,,,,,133,,,,,,,,,,,,,,,,,-12,-6,1014,-30,11,1068,-4,-9,1005,-8,-35,1000,-25,4,1028
1560673478,,,,,,56,1,27.00,1532,18.0,61,0,3929282,577668.69,13.97,3.50,,,,,,,,,127,,,,,,,,,,,,,,,,,-27,-5,1027,-21,13,1008,-28,22,1021,-41,25,1060,-21,29,1023
1560673479,,,,,,56,1,29.00,1529,16.0,61,0,3929290,577670.79,13.97,3.80,,,,,,,,,124,,,,,,,,,,,,,,,,,-24,-16,949,-73,0,1049,-68,27,1030,-50,26,1028,-53,1,1044
1560673480,,,,,,56,1,30.00,1352,16.0,61,0,3929298,577672.59,13.94,5.50,,,,,,,,,90,,,,,,,,,,,,,,,,,-55,6,1044,-49,-8,1022,-50,-24,1036,-43,-28,1010,-46,-40,1008
1560673481,,,,,,56,1,30.00,1358,16.0,61,0,3929307,577674.05,13.98,5.60,,,,,,,,,87,,,,,,,,,,,,,,,,,-42,-41,1007,-46,-49,1022,-48,-54,1011,-51,-61,1015,-51,-53,1014
1560673482,,,,,,56,1,31.00,1362,16.0,61,0,3929315,577675.51,13.96,5.80,,,,,,,,,87,,,,,,,,,,,,,,,,,-51,-53,1014,-58,-38,1037,-37,-11,1013,-57,-8,1036,-45,-2,1013
1560673483,,,,,,56,1,32.00,1386,16.0,62,0,3929324,577677.00,13.98,5.90,,,,,,,,,89,,,,,,,,,,,,,,,,,-68,-55,1062,-56,-47,1035,-49,-52,1015,-59,-57,1043,-47,-48,1004
1560673484,,,,,,56,1,33.00,1392,16.0,62,0,3929333,577678.50,13.93,6.00,,,,,,,,,90,,,,,,,,,,,,,,,,,-47,-48,1004,-58,-26,1042,-56,-24,1042,-51,-35,1019,-47,-39,1019
1560673485,,,,,,56,1,34.00,1400,16.0,62,0,3929342,577680.01,13.94,6.20,,,,,,,,,90,,,,,,,,,,,,,,,,,-47,-39,1019,-56,-47,1026,-72,-44,1057,-35,-41,970,-31,-37,946
1560673486,,,,,,56,1,33.00,1408,16.0,62,0,3929352,577681.53,13.98,6.00,,,,,,,,,90,,,,,,,,,,,,,,,,,-31,-37,946,-81,-41,1069,-32,-16,987,-52,-34,1016,-51,-14,1023
1560673487,,,,,,56,1,35.00,1367,10.0,62,0,3929361,577682.89,13.99,8.00,,,,,,,,,72,,,,,,,,,,,,,,,,,-87,-30,1037,-101,-31,1013,-97,-39,1013,-102,-56,1014,-103,-46,997
1560673488,,,,,,56,1,35.00,1194,10.0,62,0,3929371,577683.73,13.97,19.90,,,,,,,,,29,,,,,,,,,,,,,,,,,-103,-46,997,-100,-45,1002,-99,-40,1018,-101,-42,1025,-88,-38,985
1560673489,,,,,,56,1,35.00,1194,11.0,62,0,3929381,577684.26,13.98,18.40,,,,,,,,,31,,,,,,,,,,,,,,,,,-88,-38,985,-124,-44,1024,-145,-7,1097,-74,-36,928,-91,-18,1060
1560673490,,,,,,56,1,34.00,1215,15.0,63,0,3929390,577685.13,13.99,8.40,,,,,,,,,66,,,,,,,,,,,,,,,,,-91,-18,1060,-67,-12,983,-63,-19,1014,-61,-31,1044,-43,-27,1043
1560673491,,,,,,56,1,33.00,1539,17.0,63,0,3929399,577686.79,14.00,4.30,,,,,,,,,126,,,,,,,,,,,,,,,,,-32,-2,1020,-40,-8,1065,-42,-14,1020,-28,-22,1005,-34,-22,1020
1560673492,,,,,,56,1,35.00,1556,17.0,63,0,3929409,577688.88,13.97,4.70,,,,,,,,,123,,,,,,,,,,,,,,,,,-34,-22,1020,-42,-29,1022,-50,-24,1054,-33,-21,1002,-32,-32,985
1560673493,,,,,,56,1,36.00,1573,17.0,63,0,3929419,577690.88,13.98,5.00,,,,,,,,,119,,,,,,,,,,,,,,,,,-32,-32,985,-47,-20,1044,-56,-20,996,-84,-21,1057,-69,-31,1018
1560673494,,,,,,56,1,37.00,1483,14.0,63,0,3929429,577692.05,13.98,11.50,,,,,,,,,53,,,,,,,,,,,,,,,,,-77,-30,1020,-84,-22,1029,-88,-3,1025,-80,8,1003,-114,-3,1008
1560673495,,,,,,56,1,39.00,1373,12.0,63,0,3929440,577692.81,13.95,16.40,,,,,,,,,39,,,,,,,,,,,,,,,,,-123,-7,1014,-127,-15,1059,-105,3,1004,-110,43,1029,-110,44,992
1560673496,,,,,,68,4,38.00,1361,12.0,64,0,3929450,577693.46,13.98,16.30,,,,,,,,,38,,,,,,,,,,,,,,,,,-103,40,987,-114,6,1027,-112,-30,1041,-85,0,995,-110,36,1015
1560673497,,,,,,68,4,38.00,1340,10.0,64,0,3929461,577694.09,13.98,16.60,,,,,,,,,38,,,,,,,,,,,,,,,,,-104,36,1013,-119,13,1034,-108,-24,1014,-111,-39,1018,-132,-67,1026
1560673498,,,,,,68,4,37.00,1200,10.0,64,0,3929471,577694.57,13.98,20.60,,,,,,,,,29,,,,,,,,,,,,,,,,,-129,-69,1032,-111,-62,1005,-123,-65,1038,-111,-56,1019,-110,-57,1035
1560673499,,,,,,68,2,35.00,1285,14.0,64,0,3929481,577695.22,13.99,11.90,,,,,,,,,48,,,,,,,,,,,,,,,,,-88,-30,1037,-74,-13,1029,-58,-9,992,-86,-3,1060,-73,-4,1018
1560673500,,,,,,68,2,35.00,1319,14.0,64,0,3929491,577696.13,14.01,9.70,,,,,,,,,59,,,,,,,,,,,,,,,,,-73,-4,1018,-78,-18,1038,-69,-63,994,-104,-113,995,-119,-113,1104
1560673501,,,,,,68,2,33.00,1319,14.0,64,0,3929500,577697.16,14.03,8.80,,,,,,,,,62,,,,,,,,,,,,,,,,,-119,-113,1104,-76,-106,1004,-54,-101,1014,-76,-110,1033,-57,-82,1035
1560673502,,,,,,68,1,34.00,1372,17.0,64,0,3929510,577698.72,13.98,5.30,,,,,,,,,105,,,,,,,,,,,,,,,,,-61,-84,1037,-54,-88,1060,-50,-81,1050,-30,-69,1008,-37,-62,1034
1560673503,,,,,,68,1,35.00,1553,18.0,65,0,3929519,577700.72,14.01,4.70,,,,,,,,,123,,,,,,,,,,,,,,,,,-27,-38,1009,-52,-59,1072,-52,-84,1030,-36,-90,1016,-58,-107,1035
1560673504,,,,,,68,1,36.00,1575,18.0,65,0,3929529,577702.77,14.03,4.80,,,,,,,,,122,,,,,,,,,,,,,,,,,-58,-107,1035,-56,-102,1040,-56,-112,1037,-43,-125,1003,-76,-108,1078
1560673505,,,,,,68,3,36.00,1593,18.0,65,0,3929539,577704.85,13.99,4.80,,,,,,,,,124,,,,,,,,,,,,,,,,,-76,-108,1078,-65,-99,1069,-36,-128,1009,-71,-128,1068,-60,-105,1038
1560673506,,,,,,68,3,37.00,1602,18.0,65,0,3929549,577706.93,13.99,5.00,,,,,,,,,121,,,,,,,,,,,,,,,,,-60,-105,1038,-40,-104,1021,-61,-120,1026,-52,-110,1030,-60,-65,1050
1560673507,,,,,,68,3,39.00,1516,15.0,65,0,3929560,577708.56,14.05,8.90,,,,,,,,,72,,,,,,,,,,,,,,,,,-82,-76,1038,-79,-97,1001,-81,-87,1041,-79,-78,1015,-87,-90,1056
1560673508,,,,,,68,3,39.00,1494,15.0,65,0,3929571,577709.76,14.01,9.00,,,,,,,,,71,,,,,,,,,,,,,,,,,-86,-87,1042,-90,-90,1064,-73,-116,996,-96,-120,1010,-90,-107,1037
1560673509,,,,,,68,3,39.00,1499,15.0,65,0,3929582,577710.95,14.01,9.00,,,,,,,,,71,,,,,,,,,,,,,,,,,-89,-108,1035,-88,-107,1034,-86,-112,1021,-85,-111,1039,-84,-112,1025
1560673510,,,,,,68,3,40.00,1498,15.0,65,0,3929593,577712.24,14.01,8.30,,,,,,,,,79,,,,,,,,,,,,,,,,,-80,-113,1028,-85,-105,1033,-65,-95,1006,-90,-111,1016,-106,-151,1060
1560673511,,,,,,68,3,39.00,1521,15.0,66,0,3929604,577713.61,13.98,7.70,,,,,,,,,84,,,,,,,,,,,,,,,,,-79,-109,1040,-76,-100,1061,-82,-87,1066,-75,-92,1043,-63,-78,1044
1560673512,,,,,,68,3,39.00,1531,16.0,66,0,3929615,577715.01,14.02,7.70,,,,,,,,,84,,,,,,,,,,,,,,,,,-63,-78,1044,-58,-65,1000,-59,-38,1044,-52,-23,1036,-45,14,1011
1560673513,,,,,,68,3,39.00,1545,16.0,66,0,3929625,577716.48,13.93,7.30,,,,,,,,,88,,,,,,,,,,,,,,,,,-45,14,1011,-56,48,1027,-76,55,1040,-59,58,1049,-55,56,1060
1560673514,,,,,,68,3,40.00,1559,18.0,66,0,3929636,577718.35,14.02,5.20,,,,,,,,,126,,,,,,,,,,,,,,,,,-55,56,1060,-68,58,1082,-44,51,1040,-74,53,1028,-113,28,1046
1560673515,,,,,,68,3,40.00,1334,10.0,66,0,3929647,577719.71,14.02,23.90,,,,,,,,,27,,,,,,,,,,,,,,,,,-118,-65,1043,-88,-84,952,-121,-107,1000,-126,-114,1006,-113,-127,993
1560673516,,,,,,68,3,38.00,1227,10.0,66,0,3929658,577720.17,14.02,22.40,,,,,,,,,28,,,,,,,,,,,,,,,,,-113,-127,993,-123,-121,1006,-122,-127,982,-117,-106,1007,-119,-110,950
1560673517,,,,,,68,3,38.00,1199,10.0,66,1,3929669,577720.62,13.90,23.40,,,,,,,,,27,,,,,,,,,,,,,,,,,-119,-110,950,-153,-118,1045,-110,-93,958,-133,-77,1002,-155,-96,990
1560673518,,,,,,68,3,38.00,1175,10.0,66,1,3929679,577721.09,13.99,22.00,,,,,,,,,28,,,,,,,,,,,,,,,,,-155,-96,990,-181,-99,1019,-173,-111,1008,-186,-126,1017,-184,-142,980
1560673519,,,,,,68,3,37.00,1158,10.0,67,1,3929689,577721.57,13.93,21.40,,,,,,,,,28,,,,,,,,,,,,,,,,,-169,-231,1036,-187,-240,1083,-125,-216,991,-155,-209,1080,-146,-206,1001
1560673520,,,,,,68,3,36.00,1153,10.0,67,1,3929700,577722.05,13.95,20.90,,,,,,,,,28,,,,,,,,,,,,,,,,,-146,-206,1001,-158,-215,1068,-131,-175,1019,-112,-118,1004,-119,-77,1045
1560673521,,,,,,68,3,36.00,1180,10.0,67,1,3929710,577722.54,13.93,20.40,,,,,,,,,29,,,,,,,,,,,,,,,,,-119,-77,1045,-114,-42,1034,-110,-7,1037,-113,16,1038,-111,22,1014
1560673522,,,,,,68,3,37.00,1194,10.0,67,1,3929720,577723.03,13.93,21.00,,,,,,,,,29,,,,,,,,,,,,,,,,,-111,22,1014,-139,88,1032,-163,176,1050,-164,243,1038,-176,216,1021
1560673523,,,,,,68,3,36.00,1162,10.0,67,1,3929730,577723.51,13.94,20.90,,,,,,,,,28,,,,,,,,,,,,,,,,,-143,-168,996,-156,-181,1016,-127,-139,1016,-129,-104,1030,-128,-65,1067
1560673524,,,,,,68,3,36.00,1137,10.0,67,1,3929740,577723.98,13.90,21.30,,,,,,,,,28,,,,,,,,,,,,,,,,,-128,-65,1067,-109,-56,1048,-113,-74,1044,-127,-86,1057,-112,-81,1036
1560673525,,,,,,68,3,35.00,1170,10.0,67,0,3929750,577724.46,14.05,20.30,,,,,,,,,28,,,,,,,,,,,,,,,,,-110,-78,1031,-114,-58,1056,-116,-79,1027,-127,-113,1030,-115,-115,1000
